transaction_id,customer_id,merchant_id,amount,timestamp,device_id,ip_address,payment_method,location,transaction_frequency,customer_age_days,previous_transaction_count,previous_fraud_count,is_new_device,is_new_ip,is_fraud
txn_000196,CUST-1058,M-017,1340,2026-08-22T11:56:00,DEV-048,IP-018,PI-016,Delhi,1,811,21,0,True,True,False
txn_000197,CUST-1059,M-003,4083,2026-08-22T12:07:00,DEV-066,IP-005,PI-029,Delhi,3,57,54,0,True,True,False
txn_000198,CUST-1060,M-013,10862,2026-08-22T12:18:00,DEV-065,IP-012,PI-011,Delhi,4,58,41,1,True,True,True
txn_000199,CUST-1061,M-005,1696,2026-08-22T12:29:00,DEV-043,IP-026,PI-005,Delhi,4,742,18,0,True,True,False
txn_000200,CUST-1062,M-003,543,2026-08-22T12:40:00,DEV-061,IP-015,PI-003,Delhi,2,885,20,0,True,True,False
txn_000201,CUST-1063,M-004,3967,2026-08-22T12:51:00,DEV-078,IP-017,PI-037,Mumbai,3,154,7,0,True,True,False
txn_000202,CUST-1064,M-004,1014,2026-08-22T13:02:00,DEV-080,IP-015,PI-064,Bengaluru,1,677,66,0,True,True,False
txn_000203,CUST-1065,M-001,4016,2026-08-22T13:13:00,DEV-019,IP-010,PI-079,Delhi,2,614,54,0,True,True,False
txn_000204,CUST-1066,M-003,3454,2026-08-22T13:24:00,DEV-011,IP-017,PI-068,Bengaluru,1,429,61,0,True,True,False
txn_000205,CUST-1067,M-001,11155,2026-08-22T13:35:00,DEV-050,IP-012,PI-046,Mumbai,6,276,14,3,True,True,True
txn_000206,CUST-1068,M-006,3273,2026-08-22T13:46:00,DEV-046,IP-018,PI-088,Delhi,4,676,24,0,True,True,False
txn_000207,CUST-1069,M-002,4249,2026-08-22T13:57:00,DEV-009,IP-023,PI-038,Mumbai,1,840,26,0,True,True,False
txn_000208,CUST-1070,M-017,3040,2026-08-22T14:08:00,DEV-041,IP-030,PI-051,Bengaluru,4,289,5,0,True,True,False
txn_000209,CUST-1071,M-002,3424,2026-08-22T14:19:00,DEV-025,IP-010,PI-084,Delhi,3,157,48,0,True,True,False
txn_000210,CUST-1072,M-013,4102,2026-08-22T14:30:00,DEV-052,IP-024,PI-044,Mumbai,4,738,64,0,True,True,False
txn_000211,CUST-1073,M-014,1176,2026-08-22T14:41:00,DEV-067,IP-009,PI-011,Delhi,2,588,38,0,True,True,False
txn_000212,CUST-1074,M-010,2921,2026-08-22T14:52:00,DEV-011,IP-011,PI-058,Bengaluru,4,200,57,0,True,True,False
txn_000213,CUST-1075,M-020,3388,2026-08-22T15:03:00,DEV-006,IP-024,PI-056,Delhi,1,106,52,0,True,True,False
txn_000214,CUST-1076,M-020,1669,2026-08-22T15:14:00,DEV-021,IP-001,PI-087,Delhi,1,159,9,0,True,True,False
txn_000215,CUST-1077,M-019,3636,2026-08-22T15:25:00,DEV-047,IP-012,PI-005,Bengaluru,2,725,58,0,True,True,False
txn_000216,CUST-1078,M-019,1129,2026-08-22T15:36:00,DEV-048,IP-015,PI-018,Bengaluru,3,437,41,0,True,True,False
txn_000217,CUST-1079,M-006,712,2026-08-22T15:47:00,DEV-032,IP-004,PI-064,Bengaluru,4,605,16,0,True,True,False
txn_000218,CUST-1080,M-007,4155,2026-08-22T15:58:00,DEV-034,IP-023,PI-079,Delhi,4,234,16,0,True,True,False
txn_000219,CUST-1081,M-015,1914,2026-08-22T16:09:00,DEV-010,IP-015,PI-012,Bengaluru,3,713,45,0,True,True,False
txn_000220,CUST-1082,M-010,2878,2026-08-22T16:20:00,DEV-071,IP-018,PI-021,Bengaluru,2,842,47,0,True,True,False
txn_000221,CUST-1083,M-008,1637,2026-08-22T16:31:00,DEV-016,IP-007,PI-064,Mumbai,3,597,74,0,True,True,False
txn_000222,CUST-1084,M-003,1206,2026-08-22T16:42:00,DEV-071,IP-005,PI-040,Delhi,4,568,53,0,True,True,False
txn_000223,CUST-1085,M-011,1526,2026-08-22T16:53:00,DEV-074,IP-003,PI-083,Mumbai,4,507,67,0,True,True,False
txn_000224,CUST-1086,M-005,1990,2026-08-22T17:04:00,DEV-071,IP-021,PI-056,Bengaluru,1,881,16,0,True,True,False
txn_000225,CUST-1087,M-011,1826,2026-08-22T17:15:00,DEV-039,IP-006,PI-029,Delhi,3,896,11,0,True,True,False
txn_000226,CUST-1088,M-010,1525,2026-08-22T17:26:00,DEV-071,IP-009,PI-079,Bengaluru,1,544,22,0,True,True,False
txn_000227,CUST-1089,M-020,1902,2026-08-22T17:37:00,DEV-075,IP-005,PI-078,Delhi,1,875,4,0,True,True,False
txn_000228,CUST-1090,M-019,2226,2026-08-22T17:48:00,DEV-074,IP-009,PI-054,Bengaluru,1,539,70,0,True,True,False
txn_000229,CUST-1091,M-013,2506,2026-08-22T17:59:00,DEV-039,IP-016,PI-039,Delhi,1,735,8,0,True,True,False
txn_000230,CUST-1092,M-007,4304,2026-08-22T18:10:00,DEV-054,IP-016,PI-044,Bengaluru,2,350,41,0,True,True,False
txn_000231,CUST-1093,M-012,1571,2026-08-22T18:21:00,DEV-045,IP-013,PI-066,Bengaluru,1,356,31,0,True,True,False
txn_000232,CUST-1094,M-005,2530,2026-08-22T18:32:00,DEV-035,IP-015,PI-013,Mumbai,3,423,79,0,True,True,False
txn_000233,CUST-1095,M-019,3182,2026-08-22T18:43:00,DEV-021,IP-027,PI-041,Mumbai,2,540,66,0,True,True,False
txn_000234,CUST-1096,M-003,689,2026-08-22T18:54:00,DEV-040,IP-016,PI-051,Bengaluru,4,276,28,0,True,True,False
txn_000235,CUST-1097,M-016,2804,2026-08-22T19:05:00,DEV-007,IP-002,PI-077,Bengaluru,4,322,69,0,True,True,False
txn_000236,CUST-1098,M-009,9194,2026-08-22T19:16:00,DEV-014,IP-014,PI-047,Delhi,6,76,52,1,True,True,True
txn_000237,CUST-1099,M-003,2864,2026-08-22T19:27:00,DEV-025,IP-012,PI-050,Bengaluru,4,812,71,0,True,True,False
txn_000238,CUST-1100,M-005,1473,2026-08-22T19:38:00,DEV-080,IP-022,PI-013,Delhi,3,843,44,0,True,True,False
txn_000239,CUST-1101,M-007,1681,2026-08-22T19:49:00,DEV-047,IP-025,PI-078,Bengaluru,4,542,6,0,True,True,False
txn_000240,CUST-1102,M-016,12456,2026-08-22T20:00:00,DEV-018,IP-023,PI-067,Delhi,3,650,66,2,True,True,True
txn_000241,CUST-1103,M-013,1831,2026-08-22T20:11:00,DEV-079,IP-011,PI-079,Bengaluru,3,637,44,0,True,True,False
txn_000242,CUST-1104,M-019,4512,2026-08-22T20:22:00,DEV-066,IP-018,PI-039,Delhi,1,407,43,0,True,True,False
txn_000243,CUST-1105,M-001,3020,2026-08-22T20:33:00,DEV-054,IP-019,PI-077,Delhi,3,701,75,0,True,True,False
txn_000244,CUST-1106,M-006,4435,2026-08-22T20:44:00,DEV-007,IP-019,PI-068,Bengaluru,4,181,32,0,True,True,False
txn_000245,CUST-1107,M-015,7310,2026-08-22T20:55:00,DEV-015,IP-007,PI-041,Delhi,3,452,27,4,True,True,True
txn_000246,CUST-1108,M-002,4363,2026-08-22T21:06:00,DEV-079,IP-030,PI-018,Bengaluru,2,604,42,0,True,True,False
txn_000247,CUST-1109,M-011,3586,2026-08-22T21:17:00,DEV-062,IP-017,PI-023,Delhi,3,589,46,0,True,True,False
txn_000248,CUST-1110,M-007,4466,2026-08-22T21:28:00,DEV-034,IP-020,PI-032,Delhi,3,260,39,0,True,True,False
txn_000249,CUST-1111,M-011,4505,2026-08-22T21:39:00,DEV-027,IP-023,PI-062,Delhi,3,324,16,0,True,True,False
txn_000250,CUST-1112,M-012,3732,2026-08-22T21:50:00,DEV-070,IP-013,PI-019,Delhi,1,324,11,0,True,True,False
txn_000251,CUST-1113,M-016,2600,2026-08-22T22:01:00,DEV-057,IP-021,PI-028,Mumbai,3,605,35,0,True,True,False
txn_000252,CUST-1114,M-008,2460,2026-08-22T22:12:00,DEV-079,IP-024,PI-007,Bengaluru,2,683,30,0,True,True,False
txn_000253,CUST-1115,M-004,14739,2026-08-22T22:23:00,DEV-053,IP-011,PI-088,Mumbai,1,593,21,4,True,True,True
txn_000254,CUST-1116,M-010,2133,2026-08-22T22:34:00,DEV-061,IP-016,PI-042,Delhi,1,817,12,0,True,True,False
txn_000255,CUST-1117,M-006,805,2026-08-22T22:45:00,DEV-030,IP-018,PI-054,Mumbai,1,886,51,0,True,True,False
txn_000256,CUST-1118,M-002,2871,2026-08-22T22:56:00,DEV-024,IP-030,PI-002,Delhi,1,373,37,0,True,True,False
txn_000257,CUST-1119,M-005,4546,2026-08-22T23:07:00,DEV-070,IP-017,PI-065,Delhi,3,227,15,0,True,True,False
txn_000258,CUST-1120,M-006,2607,2026-08-22T23:18:00,DEV-059,IP-021,PI-002,Bengaluru,3,839,38,0,True,True,False
txn_000259,CUST-1121,M-014,3821,2026-08-22T23:29:00,DEV-025,IP-006,PI-066,Delhi,1,440,13,0,True,True,False
txn_000260,CUST-1122,M-008,3150,2026-08-22T23:40:00,DEV-018,IP-016,PI-001,Delhi,4,271,58,0,True,True,False
txn_000261,CUST-1123,M-009,593,2026-08-22T23:51:00,DEV-043,IP-010,PI-084,Delhi,2,93,16,0,True,True,False
txn_000262,CUST-1124,M-010,4616,2026-08-23T00:02:00,DEV-021,IP-013,PI-089,Mumbai,3,406,79,0,True,True,False
txn_000263,CUST-1125,M-015,1754,2026-08-23T00:13:00,DEV-018,IP-016,PI-078,Delhi,4,748,71,0,True,True,False
txn_000264,CUST-1126,M-008,2289,2026-08-23T00:24:00,DEV-069,IP-026,PI-088,Bengaluru,1,568,58,0,True,True,False
txn_000265,CUST-1127,M-002,1419,2026-08-23T00:35:00,DEV-047,IP-003,PI-071,Bengaluru,2,616,69,0,True,True,False
txn_000266,CUST-1128,M-015,4762,2026-08-23T00:46:00,DEV-042,IP-028,PI-015,Bengaluru,2,764,75,0,True,True,False
txn_000267,CUST-1129,M-015,955,2026-08-23T00:57:00,DEV-066,IP-015,PI-017,Bengaluru,4,497,73,0,True,True,False
txn_000268,CUST-1130,M-001,12049,2026-08-23T01:08:00,DEV-060,IP-022,PI-051,Delhi,14,33,28,1,True,True,True
txn_000269,CUST-1131,M-018,8044,2026-08-23T01:19:00,DEV-045,IP-023,PI-008,Mumbai,8,62,37,4,True,True,True
txn_000270,CUST-1132,M-012,3943,2026-08-23T01:30:00,DEV-018,IP-025,PI-049,Delhi,4,414,11,0,True,True,False
txn_000271,CUST-1133,M-004,3348,2026-08-23T01:41:00,DEV-070,IP-005,PI-023,Bengaluru,4,571,17,0,True,True,False
txn_000272,CUST-1134,M-001,528,2026-08-23T01:52:00,DEV-029,IP-027,PI-039,Delhi,4,574,49,0,True,True,False
txn_000273,CUST-1135,M-005,3335,2026-08-23T02:03:00,DEV-032,IP-015,PI-036,Mumbai,1,62,54,0,True,True,False
txn_000274,CUST-1136,M-003,2188,2026-08-23T02:14:00,DEV-003,IP-008,PI-013,Bengaluru,1,487,77,0,True,True,False
txn_000275,CUST-1137,M-013,862,2026-08-23T02:25:00,DEV-007,IP-008,PI-057,Mumbai,2,802,8,0,True,True,False
txn_000276,CUST-1138,M-019,3112,2026-08-23T02:36:00,DEV-038,IP-008,PI-077,Bengaluru,3,272,39,0,True,True,False
txn_000277,CUST-1139,M-010,3887,2026-08-23T02:47:00,DEV-067,IP-008,PI-036,Mumbai,2,671,55,0,True,True,False
txn_000278,CUST-1140,M-017,3622,2026-08-23T02:58:00,DEV-007,IP-012,PI-041,Bengaluru,4,448,20,0,True,True,False
txn_000279,CUST-1141,M-016,4906,2026-08-23T03:09:00,DEV-024,IP-025,PI-031,Mumbai,3,754,19,0,True,True,False
txn_000280,CUST-1142,M-014,3880,2026-08-23T03:20:00,DEV-008,IP-018,PI-072,Bengaluru,2,427,32,0,True,True,False
txn_000281,CUST-1143,M-015,1147,2026-08-23T03:31:00,DEV-043,IP-021,PI-048,Mumbai,2,82,35,0,True,True,False
txn_000282,CUST-1144,M-003,823,2026-08-23T03:42:00,DEV-078,IP-020,PI-025,Bengaluru,2,520,27,0,True,True,False
txn_000283,CUST-1145,M-007,625,2026-08-23T03:53:00,DEV-043,IP-010,PI-025,Bengaluru,1,794,62,0,True,True,False
txn_000284,CUST-1146,M-013,2175,2026-08-23T04:04:00,DEV-078,IP-023,PI-031,Bengaluru,3,824,37,0,True,True,False
txn_000285,CUST-1147,M-010,3443,2026-08-23T04:15:00,DEV-069,IP-021,PI-034,Delhi,4,507,13,0,True,True,False
txn_000286,CUST-1148,M-007,3123,2026-08-23T04:26:00,DEV-061,IP-025,PI-048,Delhi,4,76,73,0,True,True,False
txn_000287,CUST-1149,M-018,2636,2026-08-23T04:37:00,DEV-019,IP-001,PI-075,Bengaluru,4,332,20,0,True,True,False
txn_000288,CUST-1150,M-016,2513,2026-08-23T04:48:00,DEV-030,IP-013,PI-071,Bengaluru,3,293,63,0,True,True,False
txn_000289,CUST-1151,M-012,1878,2026-08-23T04:59:00,DEV-063,IP-015,PI-022,Mumbai,4,218,70,0,True,True,False
txn_000290,CUST-1152,M-003,777,2026-08-23T05:10:00,DEV-008,IP-017,PI-086,Mumbai,1,452,18,0,True,True,False
txn_000291,CUST-1153,M-001,1737,2026-08-23T05:21:00,DEV-030,IP-003,PI-028,Bengaluru,4,412,8,0,True,True,False
txn_000292,CUST-1154,M-016,4458,2026-08-23T05:32:00,DEV-079,IP-030,PI-003,Mumbai,4,42,3,0,True,True,False
txn_000293,CUST-1155,M-001,2848,2026-08-23T05:43:00,DEV-036,IP-018,PI-065,Bengaluru,4,855,23,0,True,True,False
txn_000294,CUST-1156,M-008,1719,2026-08-23T05:54:00,DEV-013,IP-017,PI-025,Bengaluru,3,864,46,0,True,True,False
txn_000295,CUST-1157,M-013,3556,2026-08-23T06:05:00,DEV-051,IP-003,PI-059,Bengaluru,2,743,29,0,True,True,False
txn_000296,CUST-1158,M-003,759,2026-08-23T06:16:00,DEV-011,IP-021,PI-052,Delhi,4,595,61,0,True,True,False
txn_000297,CUST-1159,M-003,9807,2026-08-23T06:27:00,DEV-002,IP-023,PI-064,Delhi,11,833,43,1,True,True,True
txn_000298,CUST-1160,M-019,2231,2026-08-23T06:38:00,DEV-006,IP-008,PI-061,Delhi,1,106,36,0,True,True,False
txn_000299,CUST-1161,M-006,769,2026-08-23T06:49:00,DEV-073,IP-022,PI-041,Mumbai,2,631,19,0,True,True,False
txn_000300,CUST-1162,M-010,1130,2026-08-23T07:00:00,DEV-051,IP-030,PI-021,Bengaluru,2,610,50,0,True,True,False
txn_000301,CUST-1163,M-005,3644,2026-08-23T07:11:00,DEV-070,IP-011,PI-089,Bengaluru,1,542,45,0,True,True,False
txn_000302,CUST-1164,M-011,8245,2026-08-23T07:22:00,DEV-056,IP-008,PI-078,Bengaluru,10,436,42,1,True,True,True
txn_000303,CUST-1165,M-012,2368,2026-08-23T07:33:00,DEV-058,IP-016,PI-071,Delhi,4,220,75,0,True,True,False
txn_000304,CUST-1166,M-008,2919,2026-08-23T07:44:00,DEV-011,IP-025,PI-010,Mumbai,3,187,49,0,True,True,False
txn_000305,CUST-1167,M-011,3691,2026-08-23T07:55:00,DEV-020,IP-024,PI-047,Mumbai,1,35,40,0,True,True,False
txn_000306,CUST-1168,M-003,1585,2026-08-23T08:06:00,DEV-035,IP-004,PI-024,Delhi,4,600,72,0,True,True,False
txn_000307,CUST-1169,M-012,1234,2026-08-23T08:17:00,DEV-014,IP-001,PI-071,Mumbai,3,424,2,0,True,True,False
txn_000308,CUST-1170,M-018,1193,2026-08-23T08:28:00,DEV-050,IP-025,PI-032,Bengaluru,2,731,49,0,True,True,False
txn_000309,CUST-1171,M-016,2698,2026-08-23T08:39:00,DEV-035,IP-010,PI-019,Mumbai,2,475,36,0,True,True,False
txn_000310,CUST-1172,M-012,1130,2026-08-23T08:50:00,DEV-062,IP-026,PI-033,Mumbai,4,638,79,0,True,True,False
txn_000311,CUST-1173,M-001,2995,2026-08-23T09:01:00,DEV-014,IP-005,PI-051,Delhi,4,853,43,0,True,True,False
txn_000312,CUST-1174,M-010,1615,2026-08-23T09:12:00,DEV-056,IP-027,PI-042,Bengaluru,2,520,41,0,True,True,False
txn_000313,CUST-1175,M-016,2887,2026-08-23T09:23:00,DEV-051,IP-011,PI-074,Mumbai,3,415,36,0,True,True,False
txn_000314,CUST-1176,M-019,1432,2026-08-23T09:34:00,DEV-051,IP-012,PI-026,Bengaluru,2,728,71,0,True,True,False
txn_000315,CUST-1177,M-015,10434,2026-08-23T09:45:00,DEV-060,IP-023,PI-038,Bengaluru,2,868,53,4,True,True,True
txn_000316,CUST-1178,M-005,2569,2026-08-23T09:56:00,DEV-039,IP-008,PI-055,Delhi,1,489,77,0,True,True,False
txn_000317,CUST-1179,M-014,4650,2026-08-23T10:07:00,DEV-052,IP-018,PI-070,Mumbai,3,748,69,0,True,True,False
txn_000318,CUST-1180,M-012,2533,2026-08-23T10:18:00,DEV-011,IP-004,PI-022,Bengaluru,1,606,52,0,True,True,False
txn_000319,CUST-1181,M-004,4026,2026-08-23T10:29:00,DEV-043,IP-026,PI-002,Mumbai,3,257,66,0,True,True,False
txn_000320,CUST-1182,M-015,2310,2026-08-23T10:40:00,DEV-072,IP-019,PI-048,Delhi,4,820,76,0,True,True,False
txn_000321,CUST-1183,M-016,701,2026-08-23T10:51:00,DEV-020,IP-012,PI-014,Delhi,4,117,15,0,True,True,False
txn_000322,CUST-1184,M-011,3055,2026-08-23T11:02:00,DEV-019,IP-012,PI-059,Mumbai,4,386,61,0,True,True,False
txn_000323,CUST-1185,M-010,1050,2026-08-23T11:13:00,DEV-058,IP-011,PI-006,Bengaluru,1,53,44,0,True,True,False
txn_000324,CUST-1186,M-017,2498,2026-08-23T11:24:00,DEV-022,IP-030,PI-023,Bengaluru,2,368,72,0,True,True,False
txn_000325,CUST-1187,M-006,3818,2026-08-23T11:35:00,DEV-060,IP-008,PI-024,Bengaluru,4,435,4,0,True,True,False
txn_000326,CUST-1188,M-013,4018,2026-08-23T11:46:00,DEV-026,IP-015,PI-001,Bengaluru,2,240,36,0,True,True,False
txn_000327,CUST-1189,M-018,1333,2026-08-23T11:57:00,DEV-009,IP-019,PI-024,Delhi,3,231,59,0,True,True,False
txn_000328,CUST-1190,M-020,3067,2026-08-23T12:08:00,DEV-063,IP-017,PI-050,Bengaluru,4,631,15,0,True,True,False
txn_000329,CUST-1191,M-010,1913,2026-08-23T12:19:00,DEV-059,IP-020,PI-079,Bengaluru,1,718,18,0,True,True,False
txn_000330,CUST-1192,M-006,1458,2026-08-23T12:30:00,DEV-031,IP-010,PI-048,Bengaluru,2,553,50,0,True,True,False
txn_000331,CUST-1193,M-014,3643,2026-08-23T12:41:00,DEV-018,IP-019,PI-024,Delhi,2,598,22,0,True,True,False
txn_000332,CUST-1194,M-015,3077,2026-08-23T12:52:00,DEV-018,IP-006,PI-080,Mumbai,3,39,63,0,True,True,False
txn_000333,CUST-1195,M-016,4640,2026-08-23T13:03:00,DEV-050,IP-018,PI-053,Bengaluru,4,455,57,0,True,True,False
txn_000334,CUST-1196,M-008,752,2026-08-23T13:14:00,DEV-011,IP-019,PI-038,Mumbai,3,260,69,0,True,True,False
txn_000335,CUST-1197,M-018,4557,2026-08-23T13:25:00,DEV-059,IP-019,PI-066,Mumbai,1,304,70,0,True,True,False
txn_000336,CUST-1198,M-015,840,2026-08-23T13:36:00,DEV-047,IP-018,PI-070,Mumbai,4,134,32,0,True,True,False
txn_000337,CUST-1199,M-012,2652,2026-08-23T13:47:00,DEV-005,IP-015,PI-012,Delhi,1,824,31,0,True,True,False
txn_000338,CUST-1200,M-020,3372,2026-08-23T13:58:00,DEV-076,IP-023,PI-081,Delhi,2,660,18,0,True,True,False
txn_000339,CUST-1201,M-019,986,2026-08-23T14:09:00,DEV-027,IP-026,PI-045,Bengaluru,3,641,69,0,True,True,False
txn_000340,CUST-1202,M-017,2690,2026-08-23T14:20:00,DEV-038,IP-010,PI-087,Mumbai,2,798,53,0,True,True,False
txn_000341,CUST-1203,M-005,1539,2026-08-23T14:31:00,DEV-036,IP-028,PI-032,Mumbai,3,878,32,0,True,True,False
txn_000342,CUST-1204,M-019,1664,2026-08-23T14:42:00,DEV-051,IP-016,PI-081,Delhi,4,414,58,0,True,True,False
txn_000343,CUST-1205,M-009,15447,2026-08-23T14:53:00,DEV-012,IP-013,PI-089,Delhi,8,529,42,1,True,True,True
txn_000344,CUST-1206,M-012,4255,2026-08-23T15:04:00,DEV-012,IP-024,PI-009,Bengaluru,4,253,55,0,True,True,False
txn_000345,CUST-1207,M-010,3144,2026-08-23T15:15:00,DEV-064,IP-009,PI-044,Bengaluru,2,609,63,0,True,True,False
txn_000346,CUST-1208,M-015,1315,2026-08-23T15:26:00,DEV-007,IP-002,PI-003,Mumbai,2,481,59,0,True,True,False
txn_000347,CUST-1209,M-010,9161,2026-08-23T15:37:00,DEV-055,IP-007,PI-021,Delhi,2,700,47,3,True,True,True
txn_000348,CUST-1210,M-010,3746,2026-08-23T15:48:00,DEV-022,IP-002,PI-090,Mumbai,4,701,12,0,True,True,False
txn_000349,CUST-1211,M-003,4406,2026-08-23T15:59:00,DEV-001,IP-007,PI-017,Bengaluru,2,561,57,0,True,True,False
txn_000350,CUST-1212,M-014,8975,2026-08-23T16:10:00,DEV-044,IP-027,PI-089,Mumbai,8,102,30,4,True,True,True
txn_000351,CUST-1213,M-012,3066,2026-08-23T16:21:00,DEV-014,IP-004,PI-039,Mumbai,4,822,18,0,True,True,False
txn_000352,CUST-1214,M-019,4845,2026-08-23T16:32:00,DEV-019,IP-003,PI-002,Bengaluru,2,480,45,0,True,True,False
txn_000353,CUST-1215,M-020,3872,2026-08-23T16:43:00,DEV-020,IP-030,PI-088,Delhi,2,118,13,0,True,True,False
txn_000354,CUST-1216,M-012,3645,2026-08-23T16:54:00,DEV-016,IP-019,PI-055,Delhi,2,283,36,0,True,True,False
txn_000355,CUST-1217,M-001,2834,2026-08-23T17:05:00,DEV-032,IP-018,PI-085,Delhi,2,560,78,0,True,True,False
txn_000356,CUST-1218,M-008,947,2026-08-23T17:16:00,DEV-051,IP-010,PI-064,Delhi,1,276,64,0,True,True,False
txn_000357,CUST-1219,M-012,598,2026-08-23T17:27:00,DEV-010,IP-017,PI-041,Mumbai,4,889,73,0,True,True,False
txn_000358,CUST-1220,M-016,1915,2026-08-23T17:38:00,DEV-070,IP-022,PI-010,Mumbai,1,44,34,0,True,True,False
txn_000359,CUST-1221,M-017,3760,2026-08-23T17:49:00,DEV-008,IP-026,PI-037,Bengaluru,4,463,52,0,True,True,False
txn_000360,CUST-1042,M-009,1750,2026-08-23T18:00:00,DEV-069,IP-018,PI-011,Delhi,1,553,27,0,True,True,False
txn_000361,CUST-1043,M-013,3176,2026-08-23T18:11:00,DEV-020,IP-018,PI-076,Bengaluru,1,347,56,0,True,True,False
txn_000362,CUST-1044,M-003,2502,2026-08-23T18:22:00,DEV-031,IP-002,PI-056,Mumbai,4,656,78,0,True,True,False
txn_000363,CUST-1045,M-005,7207,2026-08-23T18:33:00,DEV-023,IP-004,PI-090,Mumbai,3,538,45,3,True,True,True
txn_000364,CUST-1046,M-004,2701,2026-08-23T18:44:00,DEV-017,IP-024,PI-004,Delhi,4,308,68,0,True,True,False
txn_000365,CUST-1047,M-016,8262,2026-08-23T18:55:00,DEV-074,IP-021,PI-059,Bengaluru,6,86,64,2,True,True,True
txn_000366,CUST-1048,M-019,1342,2026-08-23T19:06:00,DEV-033,IP-025,PI-087,Bengaluru,1,263,66,0,True,True,False
txn_000367,CUST-1049,M-016,7753,2026-08-23T19:17:00,DEV-002,IP-008,PI-047,Delhi,3,213,5,4,True,True,True
txn_000368,CUST-1050,M-009,3120,2026-08-23T19:28:00,DEV-032,IP-014,PI-010,Bengaluru,3,152,65,0,True,True,False
txn_000369,CUST-1051,M-017,2328,2026-08-23T19:39:00,DEV-007,IP-006,PI-006,Delhi,1,506,37,0,True,True,False
txn_000370,CUST-1052,M-018,1207,2026-08-23T19:50:00,DEV-040,IP-011,PI-059,Mumbai,3,235,38,0,True,True,False
txn_000371,CUST-1053,M-015,2487,2026-08-23T20:01:00,DEV-039,IP-024,PI-048,Bengaluru,4,821,26,0,True,True,False
txn_000372,CUST-1054,M-005,2508,2026-08-23T20:12:00,DEV-070,IP-025,PI-001,Delhi,1,268,70,0,True,True,False
txn_000373,CUST-1055,M-013,511,2026-08-23T20:23:00,DEV-002,IP-011,PI-040,Mumbai,2,572,31,0,True,True,False
txn_000374,CUST-1056,M-003,2792,2026-08-23T20:34:00,DEV-008,IP-005,PI-006,Mumbai,4,747,48,0,True,True,False
txn_000375,CUST-1057,M-017,1282,2026-08-23T20:45:00,DEV-011,IP-019,PI-018,Bengaluru,4,106,76,0,True,True,False
txn_000376,CUST-1058,M-008,1570,2026-08-23T20:56:00,DEV-056,IP-022,PI-038,Delhi,3,850,51,0,True,True,False
txn_000377,CUST-1059,M-009,4208,2026-08-23T21:07:00,DEV-042,IP-011,PI-030,Mumbai,2,169,75,0,True,True,False
txn_000378,CUST-1060,M-015,4182,2026-08-23T21:18:00,DEV-014,IP-006,PI-041,Delhi,1,578,46,0,True,True,False
txn_000379,CUST-1061,M-015,3025,2026-08-23T21:29:00,DEV-027,IP-015,PI-034,Mumbai,1,191,39,0,True,True,False
txn_000380,CUST-1062,M-011,2261,2026-08-23T21:40:00,DEV-078,IP-002,PI-019,Mumbai,2,394,51,0,True,True,False
txn_000381,CUST-1063,M-001,1924,2026-08-23T21:51:00,DEV-039,IP-009,PI-052,Delhi,2,126,60,0,True,True,False
txn_000382,CUST-1064,M-002,597,2026-08-23T22:02:00,DEV-018,IP-004,PI-029,Mumbai,2,873,52,0,True,True,False
txn_000383,CUST-1065,M-003,2620,2026-08-23T22:13:00,DEV-011,IP-019,PI-003,Mumbai,2,691,57,0,True,True,False
txn_000384,CUST-1066,M-004,3216,2026-08-23T22:24:00,DEV-012,IP-029,PI-006,Delhi,1,202,74,0,True,True,False
txn_000385,CUST-1067,M-013,741,2026-08-23T22:35:00,DEV-051,IP-016,PI-088,Delhi,2,392,28,0,True,True,False
txn_000386,CUST-1068,M-005,4153,2026-08-23T22:46:00,DEV-036,IP-009,PI-005,Bengaluru,2,692,38,0,True,True,False
txn_000387,CUST-1069,M-003,999,2026-08-23T22:57:00,DEV-071,IP-016,PI-036,Delhi,2,459,26,0,True,True,False
txn_000388,CUST-1070,M-001,4953,2026-08-23T23:08:00,DEV-068,IP-008,PI-049,Bengaluru,3,521,70,0,True,True,False
txn_000389,CUST-1071,M-011,4615,2026-08-23T23:19:00,DEV-045,IP-030,PI-050,Delhi,2,56,41,0,True,True,False
txn_000390,CUST-1072,M-002,2801,2026-08-23T23:30:00,DEV-004,IP-029,PI-061,Bengaluru,3,815,75,0,True,True,False
txn_000391,CUST-1073,M-008,2530,2026-08-23T23:41:00,DEV-021,IP-004,PI-035,Bengaluru,1,812,29,0,True,True,False
txn_000392,CUST-1074,M-006,1923,2026-08-23T23:52:00,DEV-050,IP-012,PI-031,Bengaluru,3,855,46,0,True,True,False
txn_000393,CUST-1075,M-019,3380,2026-08-24T00:03:00,DEV-004,IP-023,PI-073,Mumbai,2,886,64,0,True,True,False
txn_000394,CUST-1076,M-003,810,2026-08-24T00:14:00,DEV-023,IP-016,PI-008,Mumbai,2,50,68,0,True,True,False
txn_000395,CUST-1077,M-005,2150,2026-08-24T00:25:00,DEV-043,IP-030,PI-044,Bengaluru,2,851,42,0,True,True,False
txn_000396,CUST-1078,M-004,9320,2026-08-24T00:36:00,DEV-019,IP-019,PI-068,Delhi,2,412,51,1,True,True,True
